ISLAND CITY MALL,,,,,,
POS UNPOSTED SALES,,,,,,
"As of APRIL 27, 2022",,,,,,
Item No.,Variant Code,Description,UOM,Quantity,Cost w/o VAT,Total Cost w/o VAT
608938,,PHC FLRL CLN 30ML,PCS,-61,25.03571,-1527.17831
608939,,PHC FLRL CLN 50ML,PCS,-101,39.04464,-3943.50864
608943,,PHC FLRL CLN 150ML,PCS,-17,101.89286,-1732.17862
608946,,PHC FLRL CLN 250ML,PCS,-8,130.33929,-1042.71432
608953,,PHC COOL COMF 5ML,PCS,-162,4.96429,-804.21498
608954,,PHC COOL COMF 30ML,PCS,-63,25.86607,-1629.56241
608955,,PHC COOL COMF 50ML,PCS,-121,43.39286,-5250.53606
608957,,PHC CL COMF 150ML,PCS,-22,105.5625,-2322.375
608961,,PHC CL COMF 250ML,PCS,-2,135.84821,-271.69642
608962,,PHC NAT PRO 5ML,PCS,-95,4.96429,-471.60755
608964,,PHC NAT PRO 50ML,PCS,-103,44.23214,-4555.91042
608965,,PHC NAT PRO 150ML,PCS,-16,108.41071,-1734.57136
608966,,PHC NAT PRO 250ML,PCS,-2,141.75893,-283.51786
608967,,PHC DEL WHT 5ML,PCS,-149,5.83929,-870.05421
609009,,PHC DEL WHT 50ML,PCS,-67,46.73214,-3131.05338
609011,,PHC DEL WHT 150ML,PCS,-7,111.32143,-779.25001
609013,,T PCP PF 725G 20P,PACK,-5,64.42857,-322.14285
609014,,PHC DEL WHT 250ML,PCS,-6,146.66964,-880.01784
609015,,ROS PPR HOT UP CORD,PACK,-1,53.34821,-53.34821
609022,,PHC F WIPE FC 10s,PACK,-5,32.84821,-164.24105
609027,,PHC F WIPES CC 10s,PACK,-4,34.54464,-138.17856
609029,,PHC F WIPES NP 10s,PACK,-4,37.20536,-148.82144
609031,,ECO PS BT 3P WP 100s,PACK,-1,169.64286,-169.64286
609032,,ECO PS BT WPW 100s,PACK,-2,191.96429,-383.92858
609055,,KIM S OIL TS HOT 155G,CAN,-28,14.28571,-399.99988
609068,,POSH NP REG NAT 7ML,PCS,-2,9.82143,-19.64286
609076,,POSH NP REG C PUR 7ML,PCS,-3,9.82143,-29.46429
609080,,POSH NP REG ITAL N 7ML,PCS,-2,9.82143,-19.64286
609083,,POSH NP REG N BLU 7ML,PCS,-1,9.82143,-9.82143
609085,,POSH NP REG N PK 7ML,PCS,-1,9.82143,-9.82143
609087,,POSH NP REG N VIO 7ML,PCS,-1,9.82143,-9.82143
609088,,POSH NP REG N YEL 7ML,PCS,-3,9.82143,-29.46429
609094,,POSH NP REG T O BGE 7ML,PCS,-1,9.82143,-9.82143
609096,,POSH NP REG W SATN 7ML,PCS,-1,9.82143,-9.82143
609148,,POSH FRST EMRLD 7ML,PCS,-7,10.71429,-75.00003
609157,,POSH FRST P PLTNM 7ML,PCS,-1,10.71429,-10.71429
609159,,POSH FRST PLTNM SP 7ML,PCS,-12,10.71429,-128.57148
609170,,POSH FRST SLVR PL 7ML,PCS,-4,10.71429,-42.85716
609236,,SWERTE PLAYING CRDS,SET,-20,26.5625,-531.25
609296,,SASSY NP REMOVER 30ML,PCS,-3,7.14286,-21.42858
609297,,SASSY NP RMVR 60ML,PCS,-5,10.9375,-54.6875
609298,,SASSY NP RMVR 120ML,PCS,-5,20.08929,-100.44645
609380,,RESTOBAR TBAG M 10s,PACK,-1,21.25,-21.25
609382,,RESTOBAR TBAG XL 10s,PACK,-5,39.10714,-195.5357
609388,,SSOFT FT UB 2P 2x100s,PACK,-2,36.38393,-72.76786
609428,,1113 COMB,PCS,-1,5.95536,-5.95536
609457,,DB S SPNGE VP 80x100 2+1s,PACK,-4,31.69643,-126.78572
609466,,SURF LD RF 64ML,PCS,-92,4.73214,-435.35688
609468,,SURF LD CB 64ML,PCS,-93,4.73214,-440.08902
609470,,L MAC MARINE 400ML,PACK,-10,72.24107,-722.4107
609471,,L MAC MARINE 450ML,PCS,-6,87.66071,-525.96426
609472,,L MAC MARINE 800ML,PACK,-4,128.25,-513
609491,,MS MAMON CHOCO 4x48G,PACK,-19,41.83036,-794.77684
609492,,CELL 4X5 PP ATLAS RED,PACK,-1,7.36607,-7.36607
609493,,CELL 4X6 PP ATLAS RED,PACK,-5,8.83929,-44.19645
609494,,CELL 4X7 PP ATLAS RED,PACK,-1,10.58036,-10.58036
609496,,CELL 4X10 PP ATLAS RED,PACK,-20,14.55357,-291.0714
609497,,CELL 5X8 PP ATLAS RED,PACK,-21,14.33036,-300.93756
609498,,CELL 5X9 PP ATLAS RED,PACK,-2,16.11607,-32.23214
609502,,CELL 6X10 001 ATLAS RED,PACK,-13,21.38393,-277.99109
609503,,CELL 6X12 001 ATLAS RED,PACK,-20,25.35714,-507.1428
609506,,CELL 7X12 001 ATLAS RED,PACK,-23,30.13393,-693.08039
609513,,CELL 4X5 002 ATLAS RED,PACK,-26,14.73214,-383.03564
609514,,CELL 4X6 002 ATLAS RED,PACK,-124,17.67857,-2192.14268
609516,,CELL 4X8 002 ATLAS RED,PACK,-2,23.34821,-46.69642
609517,,CELL 4X10 002 ATLAS RED,PACK,-53,29.15179,-1545.04487
609519,,CELL 5X9 002 ATLAS RED,PACK,-36,32.14286,-1157.14296
609521,,CELL 5X12 002 ATLAS RED,PACK,-4,42.94643,-171.78572
609525,,LACTUM PDR 1plus 2000G,BOX,-2,744.05357,-1488.10714
609528,,8516 HAIR BRUSH,PCS,-1,16.07143,-16.07143
609549,,CELL 6X10 002 ATLAS RED,PACK,-10,42.41071,-424.1071
609568,,SC 5 SPAGHETTI LADDLE,PCS,-4,32.14286,-128.57144
609572,,CELL 6X14 002 ATLAS RED,PACK,-4,59.49107,-237.96428
609574,,CELL 7X12 002 ATLAS RED,PACK,-1,60.26786,-60.26786
609673,,LS048 20 DOG LEASH,PCS,-1,80.35714,-80.35714
609790,,HB PPR STRW BLUE 50s,BOX,-2,48.4375,-96.875
609792,,HB PPR STRW YEL 50s,BOX,-2,48.4375,-96.875
609929,,GA HGEL GRN TEA 190G,PCS,-1,82.58929,-82.58929
609931,,PAKYAW D PP STRW 200s,PACK,-144,8.70536,-1253.57184
609932,,PAKYAW D PP STRW 100s,PACK,-235,4.42857,-1040.71395
609940,,NISSIN PE SWT FIL 60G,PACK,-235,8.5,-1997.5
609941,,NISSIN PE C CRBNRA 60G,PACK,-98,8.5,-833
609945,,AL CNDNSDA TP 1.27KG,PCS,-17,91.83929,-1561.26793
609966,,TI GNGR LME 330ML,BOT,-2,17.85714,-35.71428
609976,,DERMA AV SUL+ZO 60G,PCS,-3,22.32143,-66.96429
609978,,DERMA AV SL+ZO 100G,PCS,-1,29.46429,-29.46429
610030,,CW 70P EA WIPES 30P,PACK,-6,49.10714,-294.64284
610038,,KWIK MIK LIQ 100ML,PCS,-12,25.3125,-303.75
610042,,ML CORN OIL SUP 450ML,PACK,-20,50.25893,-1005.1786
610043,,ML VEG OIL SUP 450ML,PACK,-82,37.01786,-3035.46452
610047,,WINNIE CAL W/PNT 360G,CANN,-219,25.89286,-5670.53634
610048,,WIN UBE CAL CAN 360G,CANN,-136,30.35714,-4128.57104
610106,,725 SNY EZI FOOD SVR 4L,PCS,-1,52.23214,-52.23214
610159,,AW MILK SALT REF MILK 350G,PCS,-3,62.27679,-186.83037
610160,,AW MILK S REF W CCE 350G,PCS,-1,62.27679,-62.27679
610164,,AW MILK S BOT MILK 300G,PCS,-3,89.0625,-267.1875
610167,,AW MILK S B W STRY EXT 300G,PCS,-1,89.0625,-89.0625
610194,,SC 1 STEEL TURNER,PCS,-4,36.16071,-144.64284
610211,,CM ORIG POUCH 60G,PACK,-1,12.75893,-12.75893
610231,,228 D HANGER ORG 4s,SET,-1,28.57143,-28.57143
610253,,CW 70P EA WIPES 50P,PACK,-1,80.35714,-80.35714
610296,,SWALLOW KER HT 20G,PCS,-25,22.32143,-558.03575
610308,,NIB CRYSTL JELLY 120s,JAR,-12,80.35714,-964.28568
610309,,NIB PUDDING JAR 120s,JAR,-2,80.35714,-160.71428
610338,,UL BBW SCNTD 2/100s+32s,PACK,-7,154.19643,-1079.37501
610409,,UL BBW UNSC 2/100s+32s,PACK,-4,145.98214,-583.92856
610415,,OT JR MP HOT 5/120G,PACK,-4,205.35714,-821.42856
610561,,CELL 7x12 HD COL MS,PACK,-89,6.625,-589.625
610562,,CELL 7x14 HD COL MS,PACK,-38,7.69643,-292.46434
610564,,CELL 8x12 HD COL MS,PACK,-417,7.52679,-3138.67143
610566,,CELL 8x16 HD COL MS,PACK,-29,9.95536,-288.70544
610569,,CELL 6x10 HD COL PLYSTR,PACK,-174,4.08929,-711.53646
610570,,CELL 6x12 HD COL PLYSTR,PACK,-92,5.01786,-461.64312
610571,,CELL 7x12 HD COL PLYSTR,PACK,-124,5.10714,-633.28536
610572,,CELL 7x14 HD COL PLYSTR,PACK,-10,5.92857,-59.2857
610575,,VER CALAMAY CAN MED,CANN,-534,25,-13350
610591,,RT RED CURRY PSTE 50G,PCS,-11,26.33929,-289.73219
610592,,RT TOM YUM S PSTE 50G,PCS,-2,26.33929,-52.67858
610614,,RT SWT CHILI SCE 180ML,PCS,-3,57.8125,-173.4375
610623,,WILKINS PURE 1L,PCS,-251,17.85714,-4482.14214
610626,,BF SP EGG DRPLT 90G,PACK,-1,40.17857,-40.17857
610628,,UNO TB SS XXL CLR 10s,PACK,-1,34.64286,-34.64286
610634,,NOV CL SH n HC BRW 80ML,PCS,-1,48.21429,-48.21429
610656,,HONAI GRAHAM 200G,PACK,-1,22.32143,-22.32143
610662,,NEN CALAMAY CAN MED,CANN,-612,25,-15300
610663,,NEN UBE CAL CAN MED,CANN,-152,28.57143,-4342.85736
610666,,UNO RBAG 8x12 SPR,PACK,-1,63.83929,-63.83929
610669,,COMBI FS BC 10s,PACK,-22,20.10714,-442.35708
610671,,COMBI FS C VAN 10s,PACK,-58,20.10714,-1166.21412
610676,,MM SO A STN PINE 3x10G,PCS,-1,40.625,-40.625
610743,,MM SO TBC S LAV 10G,PCS,-11,14.60714,-160.67854
610744,,MM SO TBC S CITRUS 10G,PCS,-6,16.39286,-98.35716
610746,,MJ CHIK N SKIN 17G,PCS,-327,4.55357,-1489.01739
610747,,JASMINE COT ROLL 10G,PCS,-154,2.99107,-460.62478
610748,,JASMINE COT ROLL 20G,PCS,-42,5.625,-236.25
610749,,JASMINE COT ROLL 50G,PCS,-59,13.79464,-813.88376
610750,,JASMINE COT ROLL 100G,PCS,-24,31.96429,-767.14296
610754,,O BLM COT ROLL 10G,PCS,-272,2.99107,-813.57104
610755,,OR BLM COT ROLL 20G,PACK,-24,5.625,-135
610757,,OR BLM COT ROLL 100G,PCS,-16,31.96429,-511.42864
610764,,WINGS BAR TC BG 130G,PCS,-46,5.83929,-268.60734
610765,,WINGS BAR TC BG 390G,BAR,-93,15.85714,-1474.71402
610768,,806 E CNSTR WSCP S,PCS,-29,13.16964,-381.91956
610769,,807 E CNSTR WSCP M,PCS,-1,20.08929,-20.08929
610772,,868 E AT SQ CNSTR,PCS,-1,24.10714,-24.10714
610791,,H FEST SALABAT 100G,PACK,-224,0,0
610853,,BAM2x TRIO CKIES 20s,PACK,-104,15.4375,-1605.5
610867,,JBB MILK BATH REF 400ML,PCS,-10,93.21429,-932.1429
610878,,O BRD PAN WC CHSE 24G,PACK,-372,3.77679,-1404.96588
610884,,JAS COT BALLS 25s,PACK,-4,3.57143,-14.28572
610885,,OR BLM COT BALLS 25s,PACK,-2,3.57143,-7.14286
610888,,ALCO 70 70P 100ML,PCS,-2,44.64286,-89.28572
610950,,HOPLA SPRY NDC 250ML,PCS,-5,152.67857,-763.39285
610997,,K CW REG SUP 210G,PCS,-40,52.72321,-2108.9284
611040,,NAT CHOCLETS 30s,PACK,-1,21.42857,-21.42857
611042,,NAT HI POWER 30s,PACK,-1,21.42857,-21.42857
611043,,NATIONS POLAR 30s,PACK,-8,21.42857,-171.42856
611044,,NATIONS SHAKE 30s,PACK,-2,21.42857,-42.85714
611047,,NATIONS CABANA 30s,PACK,-6,21.42857,-128.57142
611048,,NAT C TEENIES 30s,PACK,-9,21.42857,-192.85713
611049,,NAT GOLDEN BITS 30s,PACK,-7,21.42857,-149.99999
611051,,NATIONS QIZZESS 30s,PACK,-7,21.42857,-149.99999
611052,,NATIONS SPORT 30s,PACK,-6,21.42857,-128.57142
611053,,NAT LANGKA JAR 100s,JAR,-4,34.375,-137.5
611054,,NAT MILKY MOO 100s,JAR,-5,34.375,-171.875
611109,,JIMMS 7n1 COF MIX 20x21G,BOX,-15,205.35714,-3080.3571
611112,,IMEE NDL OR BEEF 65G,PCS,-2,30.80357,-61.60714
611114,,IMEE NDL TY SHRMP 65G,PCS,-2,30.80357,-61.60714
611115,,IMEE NDL VEGTBL 65G,PCS,-5,30.80357,-154.01785
611116,,IND NDL MI GOR 85G,PACK,-288,10.71429,-3085.71552
611119,,IND MG PEDAS 80G,PACK,-242,10.71429,-2592.85818
611128,,SB PLUS DPR LRG 2/28s,PACK,-2,293.55357,-587.10714
611130,,SB PLUS DPR XL 2/24s,PACK,-1,293.55357,-293.55357
611193,,CORD EPOXY STL 15G,PCS,-1,45.53571,-45.53571
611198,,SW NWL PPYA MLK 350ML,PCS,-24,148.88393,-3573.21432
611199,,DOWNY 3P SF 66ML,PCS,-583,7.83929,-4570.30607
611200,,DOWNY 3P G BLM 66ML,PCS,-312,7.83929,-2445.85848
611270,,TORCH DWL KAL 250ML,PCS,-5,15.17857,-75.89285
611273,,TORCH DWL G AP 250ML,PCS,-7,15.17857,-106.24999
611274,,TORCH DWL ORG 250ML,PCS,-6,15.17857,-91.07142
611275,,TORCH DWL SBRY 250ML,PCS,-3,15.17857,-45.53571
611287,,GLADE SEN RF LEM 8G,PCS,-4,60.875,-243.5
611288,,GLADE SEN RF LAV 8G,PCS,-5,60.875,-304.375
611289,,GLADE SEN RF O E 8G,PCS,-2,60.875,-121.75
611290,,GLADE AFF O ESC 320ML,PCS,-4,132.32143,-529.28572
611291,,GLADE SC GEL O ESC 200G,PCS,-4,105.53571,-422.14284
611294,,MM APC WILD LAV 1L,PCS,-1,85.26786,-85.26786
611295,,MM APC M FRSHNS 1L,PCS,-1,85.26786,-85.26786
611296,,MM APC M FRSHNS 500ML,PCS,-3,48.66071,-145.98213
611298,,JH PARTY FRD CHKN 12s,PACK,-160,8.03571,-1285.7136
611320,,C405 SUCTN HOOK 5s,CARD,-1,11.25,-11.25
611327,,1004 HOOK 4s,CARD,-1,17.67857,-17.67857
611329,,XP506 HOOK 6s,CARD,-8,11.78571,-94.28568
611351,,MAG SW SPREAD 1.8L,PCS,-4,199.82143,-799.28572
611370,,BB FIRST BB WIPES 10s,PACK,-3,17.8125,-53.4375
611385,,BLEST P TISSUE 2PLY,PCS,-192,3.24107,-622.28544
611386,,BLEST POP UP 2P 40pulls,PACK,-29,5.58036,-161.83044
611387,,BLEST HP 2PLY 50pulls,PACK,-2,11.25,-22.5
611388,,BLEST TRVL PK 2P 70p,PACK,-18,18.30357,-329.46426
611389,,BLEST FT 2P BX 150p,PCS,-6,37.5,-225
611390,,BB FIRST BB WIPES 2x60s,PACK,-3,88.39286,-265.17858
611403,,REDOX TBTC 485ML,PCS,-22,19.91071,-438.03562
611405,,LOBOC SALABAT 150G,PACK,-5,26.78571,-133.92855
611406,,LOBOC SALABAT 250G,PACK,-1,40.17857,-40.17857
611407,,LOBOC SALABAT 500G,PACK,-8,80.35714,-642.85712
611438,,PNS WHT+MILK 55G,PACK,-28,10.3125,-288.75
611456,,AS KRAFT BAG No1 100s,PACK,-28,28.57143,-800.00004
611457,,AS KBAG No2 100s,PACK,-2,30.35714,-60.71428
611459,,AS KRAFT BAG No4 100s,PACK,-30,41.07143,-1232.1429
611462,,SOMB COT DMAT ASSTD,PCS,-12,62.5,-750
611515,,ST COFFEE JELLY 75G,PCS,-3,10.98214,-32.94642
611596,,WNR BEEF LOAF 220G,CAN,-75,20.98214,-1573.6605
611602,,ELIANA COL C FRSH 50ML,PCS,-2,24.10714,-48.21428
611604,,ELIANA COL P LOVE 50ML,PCS,-1,24.10714,-24.10714
611605,,ELIANA COL S CRSH 50ML,PCS,-1,24.10714,-24.10714
611607,,ELIANA COL BLUSH 50ML,PCS,-2,24.10714,-48.21428
611610,,ELIANA COL INF 100ML,PCS,-2,46.42857,-92.85714
611613,,ELIANA COL BLSH 100ML,PCS,-1,46.42857,-46.42857
611615,,JITA PNUT BUTTER 650G,PCS,-1,102.67857,-102.67857
611616,,JITA PNT BUTTER 300G,PCS,-3,53.57143,-160.71429
611617,,JITA PNUT BUTTER 250G,PCS,-3,40.17857,-120.53571
611722,,YUM FRTZ C JLY 50s,PACK,-196,22.09821,-4331.24916
611723,,YUM FRUTZ PUD 50s,PACK,-198,22.09821,-4375.44558
611748,,HONEY H SCO 10x22G,PACK,-2,32.14286,-64.28572
611749,,HH CC GRLC 10x22G,PACK,-8,32.14286,-257.14288
611772,,IDEAL PL SOAP BLUE 95G,PCS,-75,5.35714,-401.7855
611774,,IDEAL PL SOAP BLU 380G,PACK,-1,21.42857,-21.42857
611775,,IDEAL PL SOAP WHT 380G,PACK,-2,21.42857,-42.85714
611777,,MM DWL LEMON 250ML,PCS,-6,44.41964,-266.51784
611834,,VINO KULAFU 700ML,BOT,-65,39.28571,-2553.57115
611919,,DM SS SS 500G+PSTA400G,PACK,-38,80.99107,-3077.66066
611920,,DM SS FIL 560G+P 400G,PACK,-26,76.32143,-1984.35718
611922,,DM SS 1KG +PSTA 1KG,PACK,-74,138.17857,-10225.21418
611923,,DM SS FIL 1KG+PSTA 1KG,PACK,-47,137.75893,-6474.66971
611966,,STAR M CHOCO 250G,PCS,-23,47.90179,-1101.74117
611967,,VITAL PUR D WTR 4L,PCS,-17,32.8125,-557.8125
611968,,VITAL PUR D WTR 6L,PCS,-11,47.5,-522.5
611971,,BBFLO BB SHP COND 125ML,PCS,-5,48.88393,-244.41965
611972,,BBFLO BB SH NAT 125ML,PCS,-11,48.88393,-537.72323
611973,,BBFLO BB SHP COND 200ML,PCS,-7,88.39286,-618.75002
611974,,BBFLO BB SH NAT 200ML,PCS,-6,88.39286,-530.35716
611976,,SWT BB P WIPES ALOE 30s,PACK,-2,32.58929,-65.17858
611977,,S BB PRM WIPES ALOE 64s,PACK,-13,50.66964,-658.70532
611978,,S BB P WIPES ALOE 90s,PACK,-7,74.33036,-520.31252
611979,,S BB P WPE HND FCS 30s,PACK,-5,31.25,-156.25
611989,,CAD CASHEW CKIE 62G,PCS,-1,0,0
612003,,NL SALAD M TWRL,500G,-21,21.875,-459.375
612025,,TRU SPREAD APS 500ML,PCS,-6,57.05357,-342.32142
612026,,TRU SPRD APS 1000ML,PCS,-3,96.96429,-290.89287
612027,,LAMP BB DIAPR SML 66s,PCS,-11,231.25,-2543.75
612028,,LAMP BB DIAPER MED 60s,PACK,-3,250,-750
612029,,LAMP BB DIAPER L 54s,PACK,-22,264.0625,-5809.375
612030,,LAMP BB DIAPER XL 48s,PACK,-23,245.53571,-5647.32133
612034,,BS033 BRUSH 3s,CARD,-2,22.32143,-44.64286
612046,,DT KOJIC ACID OR 135G,PCS,-58,26.78571,-1553.57118
612047,,DT KOJIC GLUTA 135G,PCS,-102,36.16071,-3688.39242
612058,,SRF FC MGC BLM 69ML,PCS,-121,9.95536,-1204.59856
612063,,NESTEA HNYBLND 25G,PCS,-629,7.65179,-4812.97591
612065,,CL PITO PITO 375ML,PCS,-1,62.5,-62.5
612068,,KINIS KOJIC SOAP 135G,PCS,-3,52.45536,-157.36608
612071,,K GLTA PE SP 135G G50P 2nd,PACK,-5,116.65179,-583.25895
612072,,K GLTA R SP 135G G50P 2nd,PACK,-1,109.6875,-109.6875
612074,,K PLCNT 135G G50P 2nd,PACK,-3,67.09821,-201.29463
612075,,K PLCNTA PE 2x135G 50P 2nd,PACK,-3,103.25893,-309.77679
612085,,RAM SWT PKL RLSH 100G,PACK,-40,14.08929,-563.5716
612087,,AXE D RO APOLLO 40ML,PCS,-13,68.83929,-894.91077
612090,,AXE D STK APOLLO 40G,PCS,-5,129.91071,-649.55355
612091,,AXE APOLLO 150ML,PCS,-8,153.16964,-1225.35712
612104,,CS RO UR DRY 11ML,PCS,-600,4.28571,-2571.426
612115,,DOVE SH HFR PLUS 10ML,PCS,-399,3.66071,-1460.62329
612117,,DOVE SH HFR PLUS 180ML,PCS,-20,89.73214,-1794.6428
612118,,DOVE SH HFR PLUS 350ML,PCS,-4,160.49107,-641.96428
612144,,ORCHID GRNDNE 350ML,BOT,-2,60.71429,-121.42858
612160,,KOPIKO LA COF H 25G,PCS,-212,4.55357,-965.35684
612161,,KOPIKO LA COF MB 10x25G,PACK,-34,45.53571,-1548.21414
612183,,JOY DWL LEMON 780ML,PCS,-3,151.74107,-455.22321
612184,,JOY DWL LEMN 575ML,PACK,-1,83.375,-83.375
612187,,JOY DWL CC KAL 575ML,PACK,-1,83.375,-83.375
612189,,JOY DWL CC AB 780ML,PCS,-1,165.08036,-165.08036
612195,,HS SH 4M C MNTHL 12ML,PCS,-963,4.34821,-4187.32623
612202,,SFG SOAP GUAVA 60G,PCS,-332,12.91071,-4286.35572
612205,,FUN G ANTIBAC SOAP 75G,PCS,-42,35.26786,-1481.25012
612206,,HTP ICY FRSH+W 100ML,PCS,-4,41.96429,-167.85716
612207,,HAP TP ICY FRSH+W 150ML,PCS,-8,57.58929,-460.71432
612217,,JAN FEATHER DUSTER,PCS,-11,28.57143,-314.28573
612331,,S 850 RW COLORED 5s,SET,-2,41.74107,-83.48214
612333,,R 500 RW COLORED 5s,SET,-1,34.59821,-34.59821
612334,,R500 RW CLR BLCK 5s,SET,-33,35.49107,-1171.20531
612336,,R 750 RW COLORED 5s,SET,-24,37.27679,-894.64296
612337,,R 750 RW BLACK 5s,SET,-10,38.16964,-381.6964
612339,,U1000 RW COLRD 5s,SET,-24,39.95536,-958.92864
612343,,R1200 RW CLEAR 5s,SET,-5,64.95536,-324.7768
612393,,PEN CBM F FREEZE 55ML,PCS,-6,44.41964,-266.51784
612394,,PEN JC BS F ICE 55ML,PCS,-3,44.41964,-133.25892
612476,,SURF FC BLSM FR 69ML,PCS,-180,9.95536,-1791.9648
612479,,SEL SUP DD .75L,PCS,-8,97.40179,-779.21432
612480,,SEL SUP R ROAD 750ML,PCS,-7,97.40179,-681.81253
612481,,SEL SUP CKS n CRM .75L,PCS,-14,97.40179,-1363.62506
612502,,NSN WAF DBL CHCO 55G,PACK,-134,9.375,-1256.25
612506,,AILEN POL W/MANGO 18s,PACK,-19,35.71429,-678.57151
612572,,ST 100XS HM FBOX,PCS,-11,8.48214,-93.30354
612598,,2002A D n WRI BOARD,PCS,-1,27.67857,-27.67857
612619,,MYRA SMTH GLW FM 45ML,PCS,-5,81.51786,-407.5893
612620,,ECO KPTO 4P RET,PCS,-60,7.94643,-476.7858
612624,,EMPE L 750ML+CMA 350ML,PACK,-33,91.74107,-3027.45531
612638,,8014 2M SUPER HEROES,CARD,-1,26.78571,-26.78571
612645,,2022 12 SWEET FAMILY,PCS,-13,27.67857,-359.82141
612648,,301 20 VAN FGHTRS BOTS,CARD,-5,25,-125
612665,,REB CRCKR CHOCO 10s,PACK,-56,41.07143,-2300.00008
612677,,WHOOPIE MC SBERRY 32G,PCS,-100,6.53571,-653.571
612681,,NURSY BB W PDR SCNT 90s,PACK,-63,72.59821,-4573.68723
612730,,HF BT 2P 300sht 48r,BAG,-1,319.41964,-319.41964
612734,,AL NAIL FILE LOCAL MED,PCS,-24,0.44643,-10.71432
612764,,SF CHCK LOAF ORG 150G,CAN,-113,18.75,-2118.75
612766,,SF CHK LOAF SPICY 150G,CAN,-55,19.64286,-1080.3573
612772,,VISTA COCO MLK P 50G,PACK,-17,22.09821,-375.66957
612773,,CELL 3X5 001 PP ATLAS,PACK,-10,5.53571,-55.3571
612774,,CELL 3X5 002 PP ATLAS,PACK,-48,11.07143,-531.42864
612885,,TAMP CITRUS 237ML,PCS,-15,14.95536,-224.3304
612887,,SURF PDR AB 60G,PCS,-963,4.375,-4213.125
612940,,KOPIKO CAPP COF 30x25G,PACK,-4,152.67857,-610.71428
612948,,1950 AF PAN WC 5s,SET,-6,60.26786,-361.60716
612949,,1950 AF PAN WC 10s,SET,-1,120.53571,-120.53571
612960,,R TEMPURA SHRIMP 35G,PCS,-435,5.17857,-2252.67795
612981,,CALLA DP FRTY F 45G,PCS,-266,3.35714,-892.99924
612983,,QC PC TYMNSI 7+1/65G,PACK,-28,50,-1400
612989,,QC PC CHLMNSI 7+1/65G,PACK,-26,50,-1300
613027,,CER 70P EHTYL 100ML,PCS,-32,18.75,-600
613030,,FC PURE COCOA 80G,PACK,-40,25.625,-1025
613031,,FC BKNG SODA 250G,PACK,-12,124.10714,-1489.28568
613032,,SURF LD RF PCH 900ML,PACK,-28,66.02679,-1848.75012
613033,,SURF LD CB 900ML,PACK,-19,66.02679,-1254.50901
613034,,FC BKNG SDA 500G,PACK,-6,21.42857,-128.57142
613038,,NES CL STK PB 48x2G,PACK,-839,81.42857,-68318.57023
613039,,B BRAND IRON 900G/1KG,PACK,-356,223.21429,-79464.28724
613040,,B BRAND W/IRON 1.2KG,PACK,-6,295.49107,-1772.94642
613042,,SURF BAR AB 120G,PACK,-36,7.58929,-273.21444
613052,,GC GP SG REG 250ML,PCS,-1,75.89286,-75.89286
613053,,GC TTL DEFNSE 250ML,PCS,-4,32.58929,-130.35716
613073,,MED WPRF 25x72mm 10s,BOX,-4,50.89286,-203.57144
613074,,MED WPRF 50x100 10s,BOX,-2,92.41071,-184.82142
613075,,MED GRFLD STRIP 20s,BOX,-6,44.64286,-267.85716
613258,,Q MANI PC BAR 48s,PACK,-87,34.64286,-3013.92882
613265,,SW WL PPYMLK 130ML,PCS,-25,51.5625,-1289.0625
613269,,SW PWL SPF20 260ML,PCS,-9,194.41964,-1749.77676
613270,,SW LOT CL SPF10 260ML,PCS,-12,103.30357,-1239.64284
613273,,J CT TTT BATH 375ML,PCS,-4,225.66964,-902.67856
613280,,MOD W 32s wf AN 4s,PACK,-4,114.28571,-457.14284
613283,,TCS LAV OAT MLK 55G,PCS,-13,12.29464,-159.83032
613378,,BEYBIKO BB DPR M 4s,PACK,-1,19.19643,-19.19643
613380,,BEYBIKO BB DPR L 4s,PACK,-4,21.875,-87.5
613429,,FAM SINNDMNG R 10KG,BAG,-1,345,-345
613444,,TCT LAV OM 50G,PCS,-26,16.80357,-436.89282
613450,,TCT LAV OM 200G,PCS,-1,59.05357,-59.05357
613466,,AL FORT CHOCO P 300G,PACK,-37,75.88393,-2807.70541
613553,,BEYBIKO BB DPR M 12s,PACK,-6,51.96429,-311.78574
613555,,BEYBIKO BB DPR L 12s,PACK,-5,58.92857,-294.64285
613565,,BEYBIKO BB DPRS XL 12s,PACK,-2,63.21429,-126.42858
613566,,BEYBIKO BB DPR S 30s,PACK,-4,108.48214,-433.92856
613570,,BEYBIKO BB DPRS M 30s,PACK,-4,128.57143,-514.28572
613572,,BEYBIKO BB DPR L 30s,PACK,-7,145.98214,-1021.87498
613575,,BEYBIKO BB DPRS XL 30s,PACK,-2,156.69643,-313.39286
613579,,FS COT DU WINGS 8s,PACK,-1,15.58036,-15.58036
613618,,FS COT DU NW 8s,PACK,-2,13.57143,-27.14286
613620,,FS COT NU 8s,PACK,-4,17.1875,-68.75
613651,,DG PCUP 12z PLN 50s,PACK,-1,38.83929,-38.83929
613697,,CAMEL S PUTI P 100ML,PCS,-4,2.60714,-10.42856
613702,,SEL SUP CC 750ML,PCS,-6,97.40179,-584.41074
613728,,SCORPION F OINTMENT 7G,PCS,-58,24.10714,-1398.21412
613732,,AQUA S P BOT WTR 500ML,PCS,-811,8.03571,-6516.96081
