ISLAND CITY MALL,,,,,,
POS UNPOSTED SALES,,,,,,
"As of APRIL 27, 2022",,,,,,
Item No.,Variant Code,Description,UOM,Quantity,Cost w/o VAT,Total Cost w/o VAT
101869,,MIC BB PWDR B 100G,PCS,-3,14.01166,-42.03498
101870,,MIC BB PWDR B 200G,PCS,-8,26.08363,-208.66904
101871,,MIC BB P WHT 100G,PCS,-1,13.57992,-13.57992
101872,,MIC BB POW W 200G,PCS,-8,26.66388,-213.31104
101874,,MIC BB OIL B 50ML,PCS,-6,13.65646,-81.93876
101880,,MIC HD BLUE 100ML,PCS,-3,22.36903,-67.10709
101904,,TMPL DRY PEAS 155G,CAN,-1,5.29022,-5.29022
101905,,TMPL GR PEAS 155G,CAN,-489,5.12813,-2507.65557
101908,,RYL BLK BEANS 180G,CAN,-24,10.4529,-250.8696
101909,,TMPL BLK BEANS 180G,CAN,-1419,13.11684,-18612.79596
101910,,OR BLK BEANS 180G,CAN,-720,9.87791,-7112.0952
102014,,DM TMTO SCE 115G,PACK,-165,9.31466,-1536.9189
102015,,DM TMTO SCE 200G,PACK,-273,11.25234,-3071.88882
102017,,DM TMTO SCE 250G,PACK,-156,12.86348,-2006.70288
102018,,DM TMTO SCE 1KL,PACK,-69,47.44915,-3273.99135
102020,,DM TS FIL MMK 200G,PACK,-202,9.79161,-1977.90522
102021,,DM TS FIL MMK 1KL,PACK,-29,42.61795,-1235.92055
102024,,DM TMT PST SP 150G,PCS,-310,15.45854,-4792.1474
102025,,DM PZA S SWT 115G,PACK,-5,11.97399,-59.86995
102027,,DM S SCE FIL 250G,PACK,-61,15.22306,-928.60666
102028,,DM SS FIL 560G/500G,PACK,-62,33.76699,-2093.55338
102029,,DM SS ITAL 560G/500G,PACK,-29,36.80426,-1067.32354
102031,,DM PINE SLICED 227G,CAN,-167,14.93015,-2493.33505
102032,,DM PINE SLICED 432G,CAN,-129,26.68057,-3441.79353
102035,,DM PINE CHUNKS 227G,CAN,-122,13.50357,-1647.43554
102036,,DM P CHNKS 432G,CAN,-83,24.47331,-2031.28473
102037,,DM PINE CHUNKS 560G,CAN,-65,31.65692,-2057.6998
102038,,DM PINE CHNKS 822G,CAN,-43,41.38617,-1779.60531
102040,,DM P TIDBITS 432G,CAN,-58,24.08727,-1397.06166
102041,,DM P TIDBITS 560G,CAN,-70,29.98334,-2098.8338
102043,,DM PINE TIDBITS FLT,CAN,-97,13.54869,-1314.22293
102044,,DM PINE CRSHED FLT,CAN,-204,13.51008,-2756.05632
102047,,DM FEISTA FC 432G,CAN,-30,30.77581,-923.2743
102048,,DM FF CCKTL NO10,CAN,-120,121.72542,-14607.0504
102053,,TODAYS MIX FR 836G,CAN,-348,37.22426,-12954.04248
102054,,TOD M FRUITS No10,CAN,-310,128.19535,-39740.5585
102059,,DM PINE J W/ACE 202,CAN,-233,13.65096,-3180.67368
102060,,DM PJCE WACE 46oz,CAN,-20,35.87448,-717.4896
102061,,DM PINE JCE WACE 10,CAN,-11,71.48163,-786.29793
102062,,DM SWTN PJ 202,CAN,-67,12.84041,-860.30747
102065,,DM PINE ORGE 46oz,CAN,-3,39.28583,-117.85749
102067,,DM PINE CJCE 202,CAN,-56,13.42365,-751.7244
102073,,DM ELBOW MAC 200G,PACK,-12,16.4316,-197.1792
102074,,DM ELBOW MAC 400G,PACK,-13,98.74816,-1283.72608
102075,,DM SALAD MAC 400G,PACK,-8,24.18061,-193.44488
102076,,DM SALAD MAC 1KL,PACK,-2,57.14878,-114.29756
102085,,DM ORG KETCHP 320G,BOT,-43,19.23286,-827.01298
102086,,DM ORG KETCHP 567G,BOT,-23,30.67283,-705.47509
102096,,DM SS ITAL SUP 250G,PACK,-37,17.45714,-645.91418
102099,,DM S SCE SWT 250G,PACK,-50,17.39655,-869.8275
102101,,DM SWT CHILI S 12oz,BOT,-5,22.23957,-111.19785
102102,,DM TMTO PASTE 70G,PACK,-154,8.71484,-1342.08536
102108,,CHOCO J CHOCO CUPS 20s,PACK,-78,14.38374,-1121.93172
102110,,C CHOCOLATE CTD 20s,PCS,-27,14.48932,-391.21164
102111,,CHOC KO WAF STK 370G,JAR,-12,47.80963,-573.71556
102113,,GILBEYS VODKA 1L,BOT,-5,125.79775,-628.98875
102117,,I LIME MIXER 200ML,BOT,-6,17.8681,-107.2086
102123,,IDEAL GM ELBW 400G/500G,PACK,-9,28.04338,-252.39042
102124,,IG MAC ELBOW 1KL,PACK,-4,57.33871,-229.35484
102127,,IDEAL G MAC SALAD 200G,PACK,-11,15.70675,-172.77425
102129,,SUN SALAD MAC 1KL,PACK,-5,44.75131,-223.75655
102130,,IDEAL GRMT ZITI 500G,PACK,-1,22.50235,-22.50235
102132,,IDEAL G MAC SHELL 400G,PACK,-8,22.55816,-180.46528
102139,,W DET CRM ORANGE 400G,PCS,-15,24.83159,-372.47385
102141,,W DET CRM KAL C 200G,PCS,-225,13.58855,-3057.42375
102143,,W DET CRM KAL C 400G,PCS,-116,24.89723,-2888.07868
102144,,W DET CRM KAL REF 400G,BOX,-6,20.93775,-125.6265
102147,,W DET CRM LEMON C 200G,PCS,-228,13.58911,-3098.31708
102148,,W DET CRM LEMON C 400G,PCS,-99,25.0765,-2482.5735
102149,,W DET CRM LEMON R 400G,PCS,-6,21.08006,-126.48036
102152,,E CLEAN SHRNK PCK BLUE,BAR,-95,21.23328,-2017.1616
102153,,EVERCLEAN SP WHITE,BAR,-11,22.04086,-242.44946
102157,,CASINO ETHYL ACL 150ML,BOT,-87,15.58357,-1355.77059
102158,,CASINO RUB ALC 500ML,BOT,-50,40.45982,-2022.991
102159,,CASINO ETHYL ALC 250ML,BOT,-67,39.30839,-2633.66213
102160,,CASINO ALCO FEMME 150ML,BOT,-81,15.85663,-1284.38703
102161,,CASINO ALC FEMME 500ML,BOT,-40,40.45982,-1618.3928
102162,,CASINO ALC FEMME 250ML,BOT,-93,22.83406,-2123.56758
102166,,CASINO R ALC MILD 150ML,PCS,-48,15.82819,-759.75312
102167,,CASINO R ALC MILD 250ML,BOT,-22,22.80449,-501.69878
102168,,CASINO ALC MILD 500ML,BOT,-44,39.49594,-1737.82136
102170,,EFFICASCENT OIL 25ML,BOT,-406,11.90898,-4835.04588
102171,,EFFICASCENT OIL 50ML,BOT,-165,20.60369,-3399.60885
102172,,EFFICASCENT OIL 100ml,BOT,-46,40.8682,-1879.9372
102173,,EFFICASENT OIL EXTRA 25ML,BOT,-988,13.73428,-13569.46864
102174,,EFFICASENT OIL EXTRA 50ML,BOT,-284,22.34818,-6346.88312
102175,,EFFICASCENT OIL ES 100ML,BOT,-113,47.31875,-5347.01875
102176,,OMEGA PAIN KILLER 15ML,BOT,-62,10.91651,-676.82362
102177,,OMEGA PAIN KILLER 30ML,BOT,-111,14.94511,-1658.90721
102178,,OMEGA PAIN KILLER 60ML,BOT,-75,28.46111,-2134.58325
102179,,OMEGA PAIN KILLER 120ML,BOT,-60,55.3668,-3322.008
102182,,MEGASCENT OIL 25ML,BOT,-60,13.63424,-818.0544
102184,,MEGASCENT OIL 100ML,BOT,-15,43.86682,-658.0023
102187,,UC AD PU LARGE 10s,PACK,-2,229.25,-458.5
102188,,IPI ALCAMPORADO 25ML,BOT,-13,7.89803,-102.67439
102189,,IPI ALCAMPORADO 50ML,BOT,-12,11.83451,-142.01412
102191,,IPI MNZNLA OIL 25ML,BOT,-215,8.46729,-1820.46735
102193,,BIODERM OINTMENT 15G,PCS,-18,19.42247,-349.60446
102194,,BIOD OINTMENT 50G,PCS,-7,44.64931,-312.54517
102199,,IPI SALICYLIC ACID 25ML,BOT,-1,9.92111,-9.92111
102214,,M LOVE COTTON 100G,PACK,-2,22.42789,-44.85578
102216,,MAMAS LOVE COTTON 5G,PACK,-3,1.78733,-5.36199
102217,,M LOVE COT BALLS 50s,PACK,-1,7.65397,-7.65397
102222,,BIOD GS GLOW Y 90G,PCS,-64,9.28791,-594.42624
102223,,BIO GS GLOW YEL 135G,PCS,-55,13.91468,-765.3074
102224,,BIO GS FRSHN G 90G,PCS,-225,9.16678,-2062.5255
102225,,BIO GS FRSHN G 135G,PCS,-102,13.80788,-1408.40376
102228,,BIOD GS BLOOM PK 135G,PCS,-10,14.20003,-142.0003
102229,,BIO GS PRSTN WHT 90G,PCS,-201,9.25,-1859.25
102230,,BIO GS PRSTN W 135G,PCS,-57,13.53068,-771.24876
102232,,DR W SLPHR SOAP 90G/80G FP,PCS,-114,14.65736,-1670.93904
102233,,DR W SULPHUR SOAP 135G,PCS,-126,19.22904,-2422.85904
102238,,M LOVE BABY OIL P 25ML,PCS,-4,9.61476,-38.45904
102242,,CHEERS FBELLE BB OIL 25ML,BOT,-11,17.69205,-194.61255
102245,,CHEERS BOUQ BB OIL 25ML,BOT,-17,8.21557,-139.66469
102249,,MAMAS LOVE COT BUDS 50T,PACK,-131,3.58566,-469.72146
102250,,ML COTTON BUDS 200T,PACK,-105,8.43637,-885.81885
102257,,BA 60P ISO ALCO 250ML,BOT,-12,27.85345,-334.2414
102259,,B AID 60P ALC MOIST 150ML,BOT,-14,20.14942,-282.09188
102260,,B AID 60P ALC MOIST 250ML,BOT,-49,28.08933,-1376.37717
102269,,MODESS A NIGHTS W 4s,PACK,-49,23.99633,-1175.82017
102270,,MODESS MATERNITY 7s,PACK,-11,40.69534,-447.64874
102274,,MOD DRY MAX WING 8s,PACK,-29,23.99772,-695.93388
102279,,CF PS SUP DRY P SC 20s,PACK,-12,29.31027,-351.72324
102281,,CF PS BRTHBL PP SCT 20s,PACK,-8,29.00007,-232.00056
102282,,CF PS SPR DRY SC 8s,PACK,-33,9.84675,-324.94275
102283,,CF PS BREATH PNK SCT 8s,PACK,-17,12.38312,-210.51304
102284,,CF PS BREATH PP USC 20s,PACK,-8,29.39143,-235.13144
102295,,JBB COLOGNE REG 50ML,PCS,-4,21.10194,-84.40776
102296,,JBB COL REG 125ML,PCS,-3,41.47974,-124.43922
102298,,JBB COLOGNE S SWING 50ML,PCS,-11,20.60983,-226.70813
102299,,JBB COLGN SS 125ML,PCS,-1,40.7237,-40.7237
102306,,JBB COL MRNING DEW 50ML,PCS,-19,21.15609,-401.96571
102307,,JBB COL MRNING DEW 125ML,PCS,-6,41.12106,-246.72636
102309,,JBB COLOGNE HEAVEN 25ML,PCS,-1,12.05803,-12.05803
102310,,JBB COLOGNE HEAVEN 50ML,PCS,-1,20.90241,-20.90241
102311,,JBB COLGN HEAVEN 125ML,PCS,-1,41.25288,-41.25288
102315,,JBB COL PWDR MIST 25ML,PCS,-18,12.15123,-218.72214
102317,,JBB COL P MIST 125ML,PCS,-4,40.66941,-162.67764
102326,,JBB LOT MLDNS/RC 100ML,PCS,-20,32.99941,-659.9882
102327,,JBB LOT MLDNS/RC 200ML,PCS,-21,59.24217,-1244.08557
102328,,JBB BEDTIME LOT 100ML,PCS,-2,37.75545,-75.5109
102329,,JBB BT LOT 200ML,PCS,-2,67.30142,-134.60284
102330,,JBB LOT MLK+RICE 50ML,PCS,-15,19.08657,-286.29855
102331,,JBB LOT MLK+RICE 100ML,BOT,-23,35.32207,-812.40761
102332,,JBB LOT MLK+RCE 200ML,PCS,-35,63.54063,-2223.92205
102340,,JBB SHAMPOO GOLD 200ML,BOT,-6,57.17691,-343.06146
102347,,JBB MILK BATH 100ML,BOT,-126,27.23809,-3431.99934
102348,,JBB MILK BATH 200ML,BOT,-12,53.19867,-638.38404
102349,,JBB MILK BTH W PMP 500ML,BOT,-1,117.25785,-117.25785
102351,,JBB MILK SOAP 100G,PCS,-20,15.71043,-314.2086
102352,,JBB MILK SOAP 150G,PCS,-20,23.65921,-473.1842
102355,,JBB BT BATH NMT 200ML,PCS,-2,52.63021,-105.26042
102357,,JBB BATH REGULAR 100ML,BOT,-30,22.60876,-678.2628
102358,,JBB BATH REG 200ML,PCS,-12,43.42593,-521.11116
102359,,JBB BATH REG REF 200ML,PACK,-10,32.61986,-326.1986
102365,,JBB SOAP BLSM 100G,PCS,-13,14.1097,-183.4261
102366,,JBB SOAP BLSSM 150G,PCS,-28,21.24508,-594.86224
102370,,JBB SOAP REG 100G,PCS,-12,14.3611,-172.3332
102371,,JBB SOAP REG 150G,PCS,-27,21.53907,-581.55489
102373,,CC FOAMING FWSH 50ML,PCS,-3,35.75975,-107.27925
102376,,JBB TT TOE WASH 200ML,PCS,-8,48.55832,-388.46656
102377,,JBB PWDR CLSC REG 25G,PCS,-141,5.88272,-829.46352
102378,,JBB POWDER CLASIC 50G,PCS,-59,10.54304,-622.03936
102379,,JBB PWDR CLSC 100G,PCS,-48,18.27894,-877.38912
102380,,JBP CLASSIC 200G,PCS,-21,33.07137,-694.49877
102384,,AW TAWAS NAT PDR 50G,PCS,-120,8.30357,-996.4284
102385,,AW TAWAS PERF PDR 50G,PCS,-154,8.66071,-1333.74934
102393,,JBB P CORNSTARCH 200G,PCS,-9,38.81852,-349.36668
102394,,JBB PWDR BEDTIME 25G,PCS,-52,6.66477,-346.56804
102395,,JBB PWDR BEDTIME 50G,PCS,-20,12.57474,-251.4948
102396,,JBB PWDR BEDTIME 100G,PCS,-18,22.08394,-397.51092
102397,,JBB P BEDTIME 200G,PCS,-5,40.69752,-203.4876
102419,,JBB OIL REGULAR 25ML,PCS,-138,9.77905,-1349.5089
102420,,JBB OIL REGULAR 50ML,PCS,-51,15.74108,-802.79508
102421,,JBB OIL REGULAR 125ML,PCS,-26,36.22597,-941.87522
102422,,JBB OIL LITE 25ML,PCS,-55,11.00848,-605.4664
102423,,JBB OIL LITE 50ML,PCS,-24,17.96418,-431.14032
102424,,JBB OIL LITE 125ML,PCS,-5,40.20068,-201.0034
102425,,JBB OIL ALOE VERA 25ML,PCS,-63,11.02648,-694.66824
102426,,JBB OIL ALOE VERA 50ML,PCS,-43,17.94669,-771.70767
102427,,JBB OIL ALOE VERA 125ML,PCS,-14,40.53258,-567.45612
102433,,CC FACIAL MOIST 50ML,PCS,-1,51.69538,-51.69538
102481,,GATSBY TH CRM AD 70G,PCS,-1,40.16436,-40.16436
102489,,UC AD PU XL 10s,PACK,-8,267.41071,-2139.28568
102508,,B CHLI GRLC SCE 100ML,JAR,-3,75.88393,-227.65179
102510,,B SIOMAI SCE 100ML,JAR,-3,75.88393,-227.65179
102511,,B SIOMAI SCE 200ML,JAR,-1,123.21429,-123.21429
102512,,B CHILI SCE 100ML,JAR,-3,88.39286,-265.17858
102513,,B CHILI SCE 200ML,JAR,-1,140.17857,-140.17857
102516,,B SB XTR SPCY 375ML,BOT,-2,70.53571,-141.07142
102517,,B SB SWT SPICY 200ML,PACK,-2,37.5,-75
102520,,B SB SWT SPCY 375ML,BOT,-1,66.96429,-66.96429
102522,,B SB REG SPCY 200ML,PACK,-1,35.71429,-35.71429
102523,,B SB REG SPCY 375ML,BOT,-1,65.17857,-65.17857
102557,,PONDS WB WSP SPF50 30G,PCS,-3,232.14286,-696.42858
102566,,CELL 3X10 PE SUPER IB,PACK,-73,8.66071,-632.23183
102570,,O PLUS DET PDR 130G,PACK,-1,12.125,-12.125
102584,,DAZZ DWP LEM C 200G,PCS,-184,13.3947,-2464.6248
102585,,DAZZ DWP LEM R 200G,BOX,-21,11.82939,-248.41719
102586,,DAZZ DWP LEM C 400G,PCS,-64,24.11115,-1543.1136
102587,,DAZZ DWP LEM R 400G,PCS,-3,19.2657,-57.7971
102589,,DAZZ DWP LIME R 400G,PCS,-11,20.66966,-227.36626
102590,,DAZZ DWP LIME C 400G,PCS,-82,29.23597,-2397.34954
102591,,DAZZ DWP ULTRA 200G,PCS,-107,16.30291,-1744.41137
102595,,DAZZ DW P ADV C 400G,PCS,-40,28.01273,-1120.5092
102609,,O PLUS DET PDR 2.5KG,PACK,-1,196.875,-196.875
102614,,O PLUS DWL 400ML,PCS,-1,52.5,-52.5
102615,,HAPEE TP EM RED 25ML,PCS,-9,12.09355,-108.84195
102616,,HAPEE TP EM RED 50ML,PCS,-12,18.71692,-224.60304
102617,,HAPEE TP EM RED 100ML,PCS,-10,29.4308,-294.308
102618,,HAPEE TP EM RED 150ML,PCS,-6,40.34557,-242.07342
102619,,HAPEE TP FRSH GRN 50ML,PCS,-9,20.11097,-180.99873
102620,,HAPEE TP FG OUTBURST 100ML,PCS,-9,31.56961,-284.12649
102621,,HAPEE TP FG OUTBRST150ML,PCS,-11,43.52077,-478.72847
102622,,HAPEE KD TP SBERRY 50ML,PCS,-15,24.17059,-362.55885
102623,,HAPEE KD TP TF TWST 50ML,PCS,-16,23.30605,-372.8968
102624,,O PLUS 2n1 LD 38G,PCS,-2,6.34821,-12.69642
102625,,HAPEE KD TP ORNG SQ 50ML,PCS,-19,1.12499,-21.37481
102627,,KUTITAP TP HF WHT 100ML,PCS,-40,20.76277,-830.5108
102628,,OP 2n1 LIQ DET 1KG,PACK,-1,147,-147
102632,,KUTITAP TP D RED 100ML,PCS,-22,23.61482,-519.52604
102633,,KUTITAP TP D RED 150ML,PCS,-27,30.42187,-821.39049
102635,,HAPEE TP FC WHT 25ML,PCS,-12,12.474,-149.688
102636,,HAPEE TP FC WHT 50ML,PCS,-13,17.54158,-228.04054
102637,,HAPEE TP FC WHITE 100ML,PCS,-9,27.77688,-249.99192
102638,,HAPEE TP FC WHT 150ML,PCS,-6,34.2226,-205.3356
102641,,CELL 3X5 03 EXCELLENT,PACK,-14,14.88462,-208.38468
102642,,CELL 4X5 03 EXCELLENT,PACK,-10,17.51008,-175.1008
102643,,CELL 4X8 02 EXCELLENT,PACK,-20,16.67296,-333.4592
102648,,CELL 5X12 01 EXCELLENT,PACK,-1,16.7828,-16.7828
102649,,CELL 6X10 01 EXCELLENT,PACK,-34,16.38357,-557.04138
102650,,CELL 6X10 02 EXCELLENT,PACK,-55,33.22754,-1827.5147
102651,,CELL 6X12 01 EXCELL,PACK,-17,20.07112,-341.20904
102652,,CELL 7X10 01 EXCELLENT,PACK,-14,20.56243,-287.87402
102665,,LA P ELBOW MAC 400G,PACK,-23,21.44786,-493.30078
102666,,LA PRIMA ELBOW MAC 1KL,PACK,-15,47.56097,-713.41455
102668,,LA PRIMA SALAD MAC 400G,PACK,-39,21.31012,-831.09468
102669,,LA PRIMA SALAD MAC 1KL,PACK,-21,48.37323,-1015.83783
102671,,LA PRIMA CLSC SPAG 1KL,PACK,-10,48.9628,-489.628
102672,,LA PRIMA FLAT NDLES 450G,PACK,-7,23.5977,-165.1839
102673,,LA PRIMA FLAT NDLES 1KL,PACK,-12,42.91234,-514.94808
102674,,SB SWT CRM CORN 425G,CAN,-1,23.92305,-23.92305
102710,,SEN OLV OIL REG 250ML,BOT,-3,110.64371,-331.93113
102712,,SB CEYLON TEA 50s,BOX,-4,66.53737,-266.14948
102717,,PURITY COTTON 10G/12G,PCS,-259,2.94312,-762.26808
102718,,PURITY COTTON 45G,PCS,-58,14.58084,-845.68872
102737,,K SFT N SMTH MAXI W 8s,PACK,-3,21.81028,-65.43084
102740,,KOTEX SS ONIGHT WINGS 5s,PACK,-1,25.16555,-25.16555
102744,,KOTEX FRESH UNS 8s,PACK,-2,12.1439,-24.2878
102746,,KOTEX FRESH SCENT 8s,PACK,-1,12.13364,-12.13364
102752,,JOY POP UP AP TISSUE 40s,PACK,-5,5.49469,-27.47345
102765,,386 PLANET RD TOPPERS,PACK,-1,22.32143,-22.32143
102781,,DM PJ 4/202 wf TIDBITS,PACK,-6,92.85714,-557.14284
102782,,DM PJ 3/202 wf TDBITS,PACK,-8,69.64286,-557.14288
102785,,VIR COND SCC 2/390G,PACK,-14,61.60714,-862.49996
102786,,V PLUS MILK VAN 300ML,PCS,-21,24.10714,-506.24994
102790,,PC CLSC PLN SLTD 130G,PACK,-49,49.73214,-2436.87486
102799,,REF MINERAL SW 1L,PCS,-48,11.07143,-531.42864
102801,,PURITY COT ROLLS 90G,PACK,-7,24.43415,-171.03905
102802,,PURITY COT ROLL 300G,PACK,-2,70.98824,-141.97648
102803,,PURITY COT BALLS 300s,PACK,-12,36.69088,-440.29056
102804,,PURITY COT BUDS 190T,PACK,-4,13.44029,-53.76116
102807,,CHIPS AHOY GRCRY 266G,BOX,-3,60.89534,-182.68602
102808,,CHIPS AHOY DC 85.5G,PACK,-65,21.55845,-1401.29925
102810,,OREO C CRM CKIES 137G,PACK,-39,19.47176,-759.39864
102814,,OREO CKIES D STUFF 152.4G,PACK,-2,23.32797,-46.65594
102819,,c AHOY CONV 142.5G,PACK,-106,32.72953,-3469.33018
102821,,K CHEDR 440G/430G,PCS,-15,101.51184,-1522.6776
102822,,EDEN CHEESE 165G,PCS,-1847,26.63064,-49186.79208
102823,,K EDEN CHESE 430G,PCS,-2,67.54921,-135.09842
102827,,K CW PLN 220G/210G,BOT,-92,44.15155,-4061.9426
102829,,K CW PMTO 450G/440G,BOT,-1,88.47494,-88.47494
102866,,BIGEN HAIR DYE A BLCK,PCS,-8,40.1785,-321.428
102883,,KATEENSON BABY OIL 25ML,PCS,-42,7.54185,-316.7577
102884,,KATEENSON BABY OIL 50ML,PCS,-48,9.33133,-447.90384
102885,,KATEENSON BABY OIL 80ML,PCS,-14,13.59477,-190.32678
102888,,EVAN HAIR POMADE 25g,PCS,-3,322.31328,-966.93984
102889,,EVAN HAIR POMADE 50G,PCS,-2,172.72899,-345.45798
102964,,DAZZ DWP LEM C 1KL,CANN,-12,62.37,-748.44
102966,,CLVR C HAM N CHSE 85G,PACK,-36,15.3571,-552.8556
102967,,CLVER C HAM n CHSE 145G,PCS,-6,23.96663,-143.79978
102968,,CLOVER CHIPS CHEESE 27G,PCS,-907,3.74108,-3393.15956
102969,,C CHIPS CHSE 55G,PCS,-55,9.9749,-548.6195
102970,,CLOVER CHIPS CHEESE 85G,PACK,-54,14.49749,-782.86446
102971,,CLOVER CHIPS BBQ 27G,PCS,-1474,3.74111,-5514.39614
102973,,CHEEZY C CRUNCH 22G,PCS,-436,3.2282,-1407.4952
102985,,SAN ING CRM 10G OVAL,PCS,-4,13.65859,-54.63436
102986,,SAN ING PEARL CRM J 12G,PCS,-5,16.7253,-83.6265
102991,,WHT FLWR CLSSC 2 10ML,PCS,-8,92.83406,-742.67248
102992,,WHT FLWR CLSC No3,PCS,-42,53.95315,-2266.0323
102995,,SB SB WHT MED 100s,PACK,-90,41.3497,-3721.473
102998,,LOR SUKANG SASA 1GAL,GAL,-2,61.98491,-123.96982
103000,,L SUKANG SASA NIPA 1L,BOT,-13,17.62397,-229.11161
103003,,LORINS SOY SAUCE 1000ML,BOT,-6,21.51285,-129.0771
103004,,LORINS B BAGOONG S 312G,BOT,-2,16.21243,-32.42486
103005,,LORINS PATIS PL 350ML,BOT,-48,11.91171,-571.76208
103006,,LORINS G PATIS 1/2G,½GAL,-8,60.23283,-481.86264
103007,,LORINS G PATIS 1GAL,GAL,-3,101.075,-303.225
103008,,LORINS PATIS AP 1L,BOT,-18,32.45151,-584.12718
103010,,LORINS PATIS BDGET PCK 350ML,PACK,-1,32.93426,-32.93426
103020,,MARCA LEON VEG OIL 1GAL,GAL,-6,237.64168,-1425.85008
103025,,M LEON CORN OIL 1GAL,GAL,-6,290.30657,-1741.83942
103045,,GOLDN BAY MACKRL 425G,CAN,-37,25.07438,-927.75206
103047,,GC CORNED BEEF 100G,CAN,-28,8.60416,-240.91648
103049,,VINO KULAFU 350ML,BOT,-1399,12.76042,-17851.82758
103051,,GSM FRASQUITO 350ML,BOT,-57,19.59217,-1116.75369
103052,,GINEBRA SAN MIGUEL FC 700ML,BOT,-66,39.07186,-2578.74276
103053,,GS MIGUEL ROUND 350ML,BOT,-44,19.52293,-859.00892
103055,,GSM BLUE D/LIGHT 700ML,BOT,-73,41.44636,-3025.58428
103058,,VIVA MIN WTR 330ML,BOT,-24,6.07594,-145.82256
103059,,VIVA MIN WATER 500ML,BOT,-100,8.64639,-864.639
103067,,GLOW DWL APPLE F 300ML,BOT,-1,19.95,-19.95
103068,,STAR MARG CLASSIC 100G,PCS,-267,14.13405,-3773.79135
103069,,STAR MARG CLASSIC 250G,PCS,-136,33.57765,-4566.5604
103070,,MAG QM REG 950G/900G,PCS,-11,248.4074,-2732.4814
103071,,MAG CHZE REG 440G/400G,PCS,-96,74.3375,-7136.4
103097,,LIPOVITAN SYR 100ML,BOT,-50,19.64504,-982.252
103100,,WILKINS DIST WTR 1L,BOT,-43,16.15232,-694.54976
103101,,WIL DIST WTR 1.5L,BOT,-7,14.49341,-101.45387
103106,,AMINO IKT W/ARGN OIL 20G,PCS,-6,4.46429,-26.78574
103108,,KAR HR SPA TRT W/AO 20G,PCS,-6,4.46429,-26.78574
103109,,KET HO TRT W/AO 20G,PCS,-27,4.46429,-120.53583
103110,,KER CHOC T W/AO 20G,PCS,-29,6.25,-181.25
103139,,DENTAL B PLUS AD SOFT,PCS,-23,27.10145,-623.33335
103140,,DENTAL B PLUS AD MED,PCS,-40,24.95198,-998.0792
103141,,DENTAL B PLUS JR SOFT,PCS,-7,18.6362,-130.4534
103142,,DENTAL B PLUS AD HARD,PCS,-20,25.36126,-507.2252
103145,,DENTAL B SP TB WBRISTLE,PCS,-18,9.18658,-165.35844
103146,,DENTAL B BASIC JR S10,PCS,-22,26.44015,-581.6833
103147,,DB BASIC AD SOFT S10,PCS,-16,29.1454,-466.3264
103148,,DB BASIC AD MED S10,PCS,-21,29.15852,-612.32892
103149,,DB BASIC AD HARD S10,PCS,-20,28.99054,-579.8108
103150,,DENTAL Bplus JR SOFT S20,PCS,-2,34.52348,-69.04696
103151,,DENTAL Bplus AD SOFT S20,PCS,-15,38.33165,-574.97475
103152,,DENTAL Bplus AD MED S20,PCS,-12,37.78492,-453.41904
103153,,DENTAL Bplus AD HARD S20,PCS,-12,36.92104,-443.05248
103154,,ESK CLSC WFC GRAINS 75ML,PCS,-21,19.44154,-408.27234
103155,,ESK FC CLSC WG 225ML,PCS,-13,41.58886,-540.65518
103156,,M FC OC CLEAR 225ML,PCS,-2,41.37649,-82.75298
103157,,M FC OIL CNTRL CLEAR 70ML,PCS,-13,21.07578,-273.98514
103158,,M FC OIL CNTRL CLR 135ML,PCS,-6,31.81262,-190.87572
103159,,MASTER ANTI ACNE 70ML,PCS,-22,23.04306,-506.94732
103160,,MASTER FC A ACNE 135ML,PCS,-14,33.10419,-463.45866
103161,,MASTER FC A ACNE 225ML,PCS,-4,51.02788,-204.11152
103165,,ESK FC PF DERM C 75ML,PCS,-75,22.09817,-1657.36275
103166,,ESK FC PF DERM C 135ML,PCS,-42,33.58515,-1410.5763
103167,,ESK FC PF DERM C 225ML,PCS,-16,48.91416,-782.62656
103171,,ESK CLSC WHTNG FC WG 135ML,PCS,-14,29.41901,-411.86614
103174,,ESK FC CLSC WHT 135ML,PCS,-14,29.88147,-418.34058
103176,,ESK FC SW CALMNSI 225ML,PCS,-8,41.91487,-335.31896
103179,,ESK FC SW CALMNSI 75ML,PCS,-26,18.90059,-491.41534
103180,,ESK FC SW CALMNSI 135ML,PCS,-14,30.11931,-421.67034
103191,,NISSIN CUBEE VF 25G,PCS,-18,4.8125,-86.625
103192,,NISSIN CUBEE CNC 25G,PACK,-75,3.78656,-283.992
103194,,BREAD STIX 35G,PACK,-145,4.23214,-613.6603
103195,,BREAD STIX 130G,PCS,-48,13.36607,-641.57136
103196,,NISSIN B COCONUT 90G,PACK,-353,7.89286,-2786.17958
103200,,MAXX VITAMIN C 25s,PACK,-7,27.23214,-190.62498
103201,,MAXX VITAMIN C 7s,PACK,-40,8.4375,-337.5
103202,,NT AVCDO CAR 1.3L,PCS,-6,215.09821,-1290.58926
103204,,N EGGNOG REG 10/18G,PACK,-240,29.91071,-7178.5704
103205,,BINGO VAN 10/28G,PACK,-308,27.05535,-8333.0478
103206,,NT SB n CREAM 1.3L,PCS,-7,215.09821,-1505.68747
